#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
6389	SDHA	2303	0.45	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79912	PYROXD1	2304	0.45	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6440	SFTPC	2305	0.45	[{'HP:0001508': 0.2}, {'HP:0000369': 0.1}]	[{'Failure to thrive': 0.2}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4901	NRL	2306	0.45	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4556	TRNE	2307	0.45	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
95681	CEP41	2308	0.45	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
121278	TPH2	2309	0.45	[{'HP:0000540': 0.1}, {'HP:0000347': 0.1}, {'HP:0000343': 0.1}, {'HP:0001328': 0.2}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.1}, {'Long philtrum': 0.1}, {'Specific learning disability': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
114803	MYSM1	2310	0.45	[{'HP:0000369': 0.3}]	[{'Low-set ears': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23141	ANKLE2	2311	0.45	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79731	NARS2	2312	0.45	[{'HP:0000343': 0.3}]	[{'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8635	RNASET2	2313	0.45	[{'HP:0000476': 0.3}, {'HP:0001328': 0.1}]	[{'Cystic hygroma': 0.3}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8893	EIF2B5	2314	0.45	[{'HP:0000369': 0.1}, {'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Low-set ears': 0.1}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1258	CNGB1	2315	0.45	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4702	NDUFA8	2316	0.45	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3566	IL4R	2317	0.45	[{'HP:0000540': 0.1}, {'HP:0000343': 0.1}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Long philtrum': 0.1}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8905	AP1S2	2318	0.45	[{'HP:0000347': 0.1}, {'HP:0000343': 0.1}]	[{'Micrognathia': 0.1}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50617	ATP6V0A4	2319	0.45	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1187	CLCNKA	2320	0.45	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23020	SNRNP200	2321	0.45	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
375298	CERKL	2322	0.45	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10848	PPP1R13L	2323	0.45	[{'HP:0001629': 0.2}, {'HP:0001508': 0.1}]	[{'Ventricular septal defect': 0.2}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9997	SCO2	2324	0.45	[{'HP:0000540': 0.3}]	[{'Hypermetropia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1373	CPS1	2325	0.45	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6439	SFTPB	2326	0.44	[{'HP:0001508': 0.3}]	[{'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3035	HARS1	2327	0.44	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10594	PRPF8	2328	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
348938	NIPAL4	2329	0.44	[{'HP:0001508': 0.2}, {'HP:0001328': 0.1}]	[{'Failure to thrive': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1130	LYST	2330	0.44	[{'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6094	ROM1	2331	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8322	FZD4	2332	0.44	[{'HP:0000540': 0.1}, {'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54809	SAMD9	2333	0.44	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4733	DRG1	2334	0.44	[{'HP:0000819': 0.1}, {'HP:0001508': 0.1}, {'HP:0000369': 0.1}]	[{'Diabetes mellitus': 0.1}, {'Failure to thrive': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
24148	PRPF6	2337	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2979	GUCA1B	2337	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9128	PRPF4	2337	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9150	CTDP1	2338	0.44	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3181	HNRNPA2B1	2339	0.44	[{'HP:0001328': 0.3}]	[{'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23097	CDK19	2340	0.44	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
388939	PCARE	2341	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55857	KIZ	2342	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7084	TK2	2343	0.44	[{'HP:0001508': 0.3}]	[{'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84140	FAM161A	2344	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
166785	MMAA	2345	0.44	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55603	TENT5A	2346	0.44	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4751	NEK2	2347	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
762	CA4	2348	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27235	COQ2	2349	0.44	[{'HP:0000347': 0.1}, {'HP:0000819': 0.1}, {'HP:0001328': 0.1}]	[{'Micrognathia': 0.1}, {'Diabetes mellitus': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7038	TG	2350	0.44	[{'HP:0000540': 0.1}, {'HP:0000347': 0.1}, {'HP:0001195': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
92211	CDHR1	2351	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5949	RBP3	2355	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25794	FSCN2	2355	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5995	RGR	2355	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5148	PDE6G	2355	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
284111	SLC13A5	2356	0.44	[{'HP:0000347': 0.1}, {'HP:0001508': 0.2}]	[{'Micrognathia': 0.1}, {'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
644096	SDHAF1	2357	0.44	[{'HP:0001629': 0.1}, {'HP:0001508': 0.1}, {'HP:0001195': 0.1}]	[{'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
203228	C9orf72	2358	0.44	[{'HP:0001328': 0.4}]	[{'Specific learning disability': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3419	IDH3A	2359	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
388552	BLOC1S3	2360	0.44	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
265	AMELX	2361	0.44	[{'HP:0011723': 0.1}, {'HP:0000347': 0.2}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
768206	PRCD	2362	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8200	GDF5	2363	0.44	[{'HP:0000347': 0.1}]	[{'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
29071	C1GALT1C1	2364	0.44	[{'HP:0000343': 0.1}, {'HP:0000369': 0.1}]	[{'Long philtrum': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6720	SREBF1	2365	0.44	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
130557	ZNF513	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3420	IDH3B	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9785	DHX38	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
92840	REEP6	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23370	ARHGEF18	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57709	SLC7A14	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4117	MAK	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
196	AHR	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57670	KIAA1549	2374	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
162417	NAGS	2375	0.44	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8100	IFT88	2376	0.44	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6718	AKR1D1	2377	0.44	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8312	AXIN1	2378	0.44	[{'HP:0001629': 0.2}]	[{'Ventricular septal defect': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
92344	GORAB	2379	0.43	[{'HP:0000347': 0.1}, {'HP:0000369': 0.1}]	[{'Micrognathia': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8694	DGAT1	2380	0.43	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10730	YME1L1	2381	0.43	[{'HP:0000540': 0.3}]	[{'Hypermetropia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9731	CEP104	2382	0.43	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55503	TRPV6	2383	0.43	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4744	NEFH	2384	0.43	[{'HP:0000347': 0.1}, {'HP:0001508': 0.1}, {'HP:0001195': 0.1}]	[{'Micrognathia': 0.1}, {'Failure to thrive': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2688	GH1	2385	0.43	[{'HP:0001508': 0.1}]	[{'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
771	CA12	2386	0.43	[{'HP:0001508': 0.2}, {'HP:0000476': 0.1}]	[{'Failure to thrive': 0.2}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79628	SH3TC2	2387	0.43	[{'HP:0001508': 0.2}, {'HP:0000369': 0.1}]	[{'Failure to thrive': 0.2}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10383	TUBB4B	2388	0.43	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4340	MOG	2389	0.43	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1786	DNMT1	2390	0.43	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1757	SARDH	2391	0.43	[{'HP:0000347': 0.1}, {'HP:0001328': 0.3}]	[{'Micrognathia': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26281	FGF20	2392	0.43	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64221	ROBO3	2393	0.43	[{'HP:0000540': 0.1}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}]	[{'Hypermetropia': 0.1}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23090	ZNF423	2394	0.43	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
30813	VSX1	2395	0.43	[{'HP:0000540': 0.1}, {'HP:0000369': 0.1}]	[{'Hypermetropia': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1019	CDK4	2396	0.43	[{'HP:0000540': 0.1}, {'HP:0000347': 0.1}, {'HP:0001195': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55746	NUP133	2397	0.43	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
763	CA5A	2398	0.43	[{'HP:0001328': 0.3}]	[{'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8869	ST3GAL5	2399	0.43	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5261	PHKG2	2400	0.43	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55806	HR	2401	0.43	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2070	EYA4	2402	0.43	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0001508': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1185	CLCN6	2403	0.43	[{'HP:0000540': 0.1}, {'HP:0000343': 0.3}]	[{'Hypermetropia': 0.1}, {'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8878	SQSTM1	2404	0.43	[{'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9570	GOSR2	2405	0.43	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1193	CLIC2	2406	0.43	[{'HP:0000343': 0.1}, {'HP:0001328': 0.1}]	[{'Long philtrum': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
30062	RAX	2407	0.43	[{'HP:0000540': 0.3}, {'HP:0000347': 0.1}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57222	ERGIC1	2408	0.43	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
105804841	ZRS	2409	0.43	[{'HP:0011723': 0.1}, {'HP:0000347': 0.1}, {'HP:0001629': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.1}, {'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50628	GEMIN4	2410	0.43	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
633	BGN	2411	0.43	[{'HP:0000369': 0.1}]	[{'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4604	MYBPC1	2412	0.42	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1183	CLCN4	2413	0.42	[{'HP:0001328': 0.3}]	[{'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9179	AP4M1	2414	0.42	[{'HP:0000343': 0.3}]	[{'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51002	TPRKB	2415	0.42	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4791	NFKB2	2416	0.42	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5256	PHKA2	2417	0.42	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
63925	ZNF335	2418	0.42	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9725	TMEM63A	2419	0.42	[{'HP:0000540': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10068	IL18BP	2420	0.42	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10661	KLF1	2421	0.42	[{'HP:0000369': 0.1}, {'HP:0001195': 0.1}]	[{'Low-set ears': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6578	SLCO2A1	2422	0.42	[{'HP:0000343': 0.1}]	[{'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84693	MCEE	2423	0.42	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5333	PLCD1	2424	0.42	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
80210	ARMC9	2425	0.42	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4140	MARK3	2426	0.42	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11311	VPS45	2427	0.42	[{'HP:0001508': 0.2}, {'HP:0001328': 0.1}]	[{'Failure to thrive': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51524	TMEM138	2428	0.42	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50651	SLC45A1	2429	0.42	[{'HP:0000540': 0.1}, {'HP:0000343': 0.1}]	[{'Hypermetropia': 0.1}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
374969	SVBP	2430	0.42	[{'HP:0001629': 0.3}]	[{'Ventricular septal defect': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
112858	TP53RK	2431	0.42	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3783	KCNN4	2432	0.42	[{'HP:0001508': 0.2}, {'HP:0000369': 0.1}]	[{'Failure to thrive': 0.2}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27040	LAT	2433	0.42	[{'HP:0000540': 0.1}, {'HP:0001508': 0.3}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3516	RBPJ	2434	0.42	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7484	WNT9B	2435	0.42	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54332	GDAP1	2436	0.42	[{'HP:0001195': 0.3}]	[{'Single umbilical artery': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4099	MAG	2437	0.42	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
